Entry	Entry name	Status	Protein_names	Gene_names	Organism	AA_Length	Taxonomic lineage (ALL)	Organism ID
A0A0C5G735	A0A0C5G735_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	TU94_21900	Streptomyces cyaneogriseus subsp. noncyanogenus	297	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces cyaneogriseus, Streptomyces cyaneogriseus subsp. noncyanogenus"	477245
K4R2D3	K4R2D3_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BN159_3129	Streptomyces davawensis JCM 4913	320	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces davawensis, Streptomyces davawensis JCM 4913"	1214101
A0A0L8LVE7	A0A0L8LVE7_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ADK74_17595	Streptomyces decoyicus	310	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces decoyicus"	249567
A0A1G6WEE2	A0A1G6WEE2_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SAMN05216505_11060	Streptomyces emeiensis	395	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces emeiensis"	382503
A0A081EQW4	A0A081EQW4_STRFR	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SFRA_00230	Streptomyces fradiae (Streptomyces roseoflavus)	311	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces fradiae (Streptomyces roseoflavus)"	1906
M3BFQ7	M3BFQ7_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	H114_30237	Streptomyces gancidicus BKS 13-15	314	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces gancidicus, Streptomyces gancidicus BKS 13-15"	1284664
D5ZYT4	D5ZYT4_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SSFG_02436	Streptomyces ghanaensis ATCC 14672	305	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces ghanaensis, Streptomyces ghanaensis ATCC 14672"	566461
A0A1V0TWM3	A0A1V0TWM3_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	B1H19_27105	Streptomyces gilvosporeus	303	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces gilvosporeus"	553510
A0A089X951	A0A089X951_STRGA	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SGLAU_22590	Streptomyces glaucescens	310	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces glaucescens"	1907
A0A0U3LLJ9	A0A0U3LLJ9_STRGL	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	WQO_24140	Streptomyces globisporus C-1027	308	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces griseus group, Streptomyces albovinaceus subgroup, Streptomyces globisporus, Streptomyces globisporus C-1027"	1172567
A0A1B1AS50	A0A1B1AS50_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AVL59_06950	Streptomyces griseochromogenes	299	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces griseochromogenes"	68214
A0A0L8MUZ4	A0A0L8MUZ4_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ADK76_24640	Streptomyces griseoflavus	306	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces griseoflavus"	35619
A0A101SE52	A0A101SE52_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AQJ54_04035	Streptomyces griseorubiginosus	297	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces griseorubiginosus"	67304
A0A0X3WMQ8	A0A0X3WMQ8_STRGR	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	ADL32_23330	Streptomyces griseus subsp. griseus	335	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces griseus group, Streptomyces griseus subgroup, Streptomyces griseus, Streptomyces griseus subsp. griseus"	67263
A0A0L8Q3P6	A0A0L8Q3P6_STRGR	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ADK33_14095	Streptomyces griseus subsp. rhodochrous	308	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces griseus group, Streptomyces griseus subgroup, Streptomyces griseus, Streptomyces griseus subsp. rhodochrous"	285575
D9WKW0	D9WKW0_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SSOG_07514	Streptomyces himastatinicus ATCC 53653	336	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces himastatinicus, Streptomyces himastatinicus ATCC 53653"	457427
A0A1S6RUE0	A0A1S6RUE0_STRHY	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SHXM_07994	Streptomyces hygroscopicus	336	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces hygroscopicus"	1912
H2K276	H2K276_STRHJ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SHJG_6359	Streptomyces hygroscopicus subsp. jinggangensis (strain 5008)	306	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces hygroscopicus, Streptomyces hygroscopicus subsp. jinggangensis, Streptomyces hygroscopicus subsp. jinggangensis (strain 5008)"	1133850
A0A0S2P6E7	A0A0S2P6E7_STRHY	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SHL15_5004	Streptomyces hygroscopicus subsp. limoneus	315	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces hygroscopicus, Streptomyces hygroscopicus subsp. limoneus"	264445
A0A0G3ANB7	A0A0G3ANB7_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	ABB07_28990	Streptomyces incarnatus	340	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces incarnatus"	665007
L1L5A1	L1L5A1_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	STRIP9103_02032	Streptomyces ipomoeae 91-03	339	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces ipomoeae, Streptomyces ipomoeae 91-03"	698759
A0A061A3D2	A0A061A3D2_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SIRAN9340	Streptomyces iranensis	335	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces iranensis"	576784
A0A100Y3Z5	A0A100Y3Z5_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ATE80_18915	Streptomyces kanasensis	305	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces kanasensis"	936756
A0A0F4JTW2	A0A0F4JTW2_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	VR44_06045	Streptomyces katrae	297	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces katrae"	68223
A0A160P4E2	A0A160P4E2_STRLU	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SLA_5082	Streptomyces laurentii	322	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces laurentii"	39478
A0A1B1M6Z9	A0A1B1M6Z9_STRLN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SLINC_2191	Streptomyces lincolnensis	344	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces lincolnensis"	1915
A0A117QMD1	A0A117QMD1_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AQJ30_22325	Streptomyces longwoodensis	298	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces longwoodensis"	68231
A0A086N4T9	A0A086N4T9_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	FM21_08610	Streptomyces luteus	338	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces luteus"	1915400
A0A1D7VSV7	A0A1D7VSV7_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SL103_29565	Streptomyces lydicus	309	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces lydicus"	47763
A0A1J4Q3M6	A0A1J4Q3M6_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	VT52_010590	Streptomyces malaysiense	299	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces malaysiense"	1428626
A0A1J4NX20	A0A1J4NX20_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	WN71_014985	Streptomyces mangrovisoli	297	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces mangrovisoli"	1428628
A0A1I2CA12	A0A1I2CA12_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SAMN02787118_102140	Streptomyces mirabilis	338	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces mirabilis"	68239
A0A1H5BUD1	A0A1H5BUD1_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SAMN04490357_5201	Streptomyces misionensis	338	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces misionensis"	67331
M3B9A7	M3B9A7_STRMB	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	H340_00470	Streptomyces mobaraensis NBRC 13819 = DSM 40847	325	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces mobaraensis (Streptoverticillium mobaraense), Streptomyces mobaraensis NBRC 13819 = DSM 40847"	1223523
A0A1E7KYU9	A0A1E7KYU9_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AN218_23500	Streptomyces nanshensis	290	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces nanshensis"	518642
A0A0D7CDP5	A0A0D7CDP5_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SNA_34125	Streptomyces natalensis ATCC 27448	304	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces natalensis, Streptomyces natalensis ATCC 27448"	1240678
A0A1U9R1U9	A0A1U9R1U9_STRNV	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BBN63_33655	Streptomyces niveus (Streptomyces spheroides)	335	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces niveus (Streptomyces spheroides)"	193462
V6KP60	V6KP60_STRNV	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	M877_00695	Streptomyces niveus NCIMB 11891	335	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces niveus (Streptomyces spheroides), Streptomyces niveus NCIMB 11891"	1352941
A0A0B5DMF2	A0A0B5DMF2_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SNOD_22255	Streptomyces nodosus	307	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces nodosus"	40318
A0A1B2GQX8	A0A1B2GQX8_STRNR	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SNOUR_15245	Streptomyces noursei ATCC 11455	301	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces noursei, Streptomyces noursei ATCC 11455"	316284
A0A1E7KPV3	A0A1E7KPV3_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AN216_00975	Streptomyces oceani	311	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces oceani"	1075402
A0A066YFG3	A0A066YFG3_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	DF19_00430	Streptomyces olindensis	338	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces olindensis"	358823
A0A101RDM1	A0A101RDM1_STROL	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AQJ27_16755	Streptomyces olivochromogenes	318	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces olivochromogenes"	1963
A0A1S6J798	A0A1S6J798_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	B1H29_12315	Streptomyces pactum	302	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces pactum"	68249
A0A191V3H1	A0A191V3H1_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	Spa2297_22200	Streptomyces parvulus	302	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces parvulus"	146923
A0A1M6V4C9	A0A1M6V4C9_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SAMN05216499_101578	Streptomyces paucisporeus	323	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces paucisporeus"	310782
A0A1V6MIQ6	A0A1V6MIQ6_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BM536_034990	Streptomyces phaeoluteigriseus	303	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces phaeoluteigriseus"	114686
A0A1J7B316	A0A1J7B316_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	LK07_011635	Streptomyces pluripotens	299	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces pluripotens"	1355015
A0A0M4DEH0	A0A0M4DEH0_STRPR	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SPRI_2629	Streptomyces pristinaespiralis	310	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces pristinaespiralis"	38300
B5HB91	B5HB91_STRPR	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SSDG_02500	Streptomyces pristinaespiralis ATCC 25486	310	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces pristinaespiralis, Streptomyces pristinaespiralis ATCC 25486"	457429
A0A117PS14	A0A117PS14_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AQI94_08175	Streptomyces pseudovenezuelae	297	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces pseudovenezuelae"	67350
A0A1D7Y9B4	A0A1D7Y9B4_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BFF78_14745	Streptomyces puniciscabiei	299	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces puniciscabiei"	164348
A0A0M8YW62	A0A0M8YW62_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ADL19_24690	Streptomyces purpurogeneiscleroticus	384	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces purpurogeneiscleroticus"	68259
A0A1H9UQD3	A0A1H9UQD3_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	SAMN05421870_10939	Streptomyces qinglanensis	319	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces qinglanensis"	943816
A0A0A0NXF3	A0A0A0NXF3_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	M271_50365	Streptomyces rapamycinicus NRRL 5491	336	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces rapamycinicus, Streptomyces rapamycinicus NRRL 5491"	1343740
A0A101JEC7	A0A101JEC7_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	ADL12_35775	Streptomyces regalis	338	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces regalis"	68262
A0A0J8A6W6	A0A0J8A6W6_9ACTN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ACZ91_54075	Streptomyces regensis	306	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces regensis"	68263
A0A0U5MDM6	A0A0U5MDM6_STRRE	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	acdS_2 TUE45_05762	Streptomyces reticuli	306	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces reticuli"	1926
